日期,1129B价格（元/吨）,1129B涨跌,2129B价格（元/吨）,2129B涨跌,3128B价格（元/吨）,3128B涨跌,4128B价格（元/吨）,4128B涨跌,1228B价格（元/吨）,1228B涨跌,2227B价格（元/吨）,2227B涨跌
2017-11-06,16705,0,16516,3,16016,9,15455,1,15505,2,14926,0
2017-11-07,16705,0,16515,-1,16015,-1,15452,-3,15505,0,14927,1
2017-11-08,16705,0,16510,-5,16009,-6,15449,-3,15498,-7,14927,0
2017-11-09,16705,0,16506,-4,16002,-7,15449,0,15498,0,14920,-7
2017-11-10,16710,5,16506,0,16001,-1,15449,0,15492,-6,14917,-3
2017-11-13,16710,0,16512,6,16001,0,15450,1,15492,0,14920,3
2017-11-14,16710,0,16510,-2,15998,-3,15447,-3,15487,-5,14920,0
2017-11-15,16709,-1,16500,-10,15911,-7,15442,-5,15485,-2,14920,0
2017-11-16,16701,-8,16495,-5,15983,-8,15441,-1,15485,0,14916,-4
2017-11-17,16669,-32,16480,-15,15958,-25,15422,-19,15477,-8,14911,-5
2017-11-20,16663,-6,16468,-12,15949,-9,15419,-3,15472,-5,14905,-6
2017-11-21,16642,-21,16457,-11,15931,-18,15402,-17,15460,-12,14879,-26
2017-11-22,16621,-21,16430,-27,15906,-25,15361,-41,15429,-31,14862,-17
2017-11-23,16613,-8,16412,-18,15898,-8,15355,-6,15423,-6,14850,-12
2017-11-24,16603,-10,16395,-17,15882,-16,15355,0,15423,0,14845,-5
2017-11-27,16603,0,16395,0,15881,-1,15350,-5,15423,0,14843,-2
2017-11-28,16587,-16,16378,-17,15872,-9,15333,-17,15417,-6,14827,-16
2017-11-29,16586,-1,16377,-1,15869,-3,15327,-6,15410,-7,14822,-5
2017-11-30,16583,-3,16369,-8,15860,-9,15322,-5,15402,-8,14822,0
2017-12-01,16563,-20,16353,-16,15845,-15,15312,-10,15393,-9,14813,-9
2017-12-04,16563,0,16357,4,15846,1,15312,0,15393,0,14811,-2
2017-12-05,16563,0,16358,1,15848,2,15313,1,15393,0,14813,2
2017-12-06,16561,-2,16355,-3,15843,-5,15311,-2,15391,-2,14813,0
2017-12-07,16561,0,16355,0,15842,-1,15309,-2,15391,0,14795,-18
2017-12-08,16561,0,16358,0,15842,0,15309,0,15389,-2,14776,-19
2017-12-11,16556,-5,16354,-4,15838,-4,15305,-4,15384,-5,14772,-4
2017-12-12,16536,-20,16338,-16,15822,-16,15290,-15,15364,-20,14756,-16
2017-12-13,16529,-7,16328,-10,15816,-6,15284,-6,15357,-7,14751,-5
2017-12-14,16521,-8,16321,-7,15803,-13,15276,-8,15352,-5,14751,0
2017-12-15,16511,-10,16316,-5,15797,-6,15273,-3,15349,-3,14750,-1
2017-12-18,16511,0,16315,-1,15797,0,15270,-3,15348,-1,14746,-4
2017-12-19,16508,-3,16313,-2,15793,-4,15269,-1,15348,0,14740,-6
2017-12-20,16508,0,16311,-2,15790,-3,15268,-1,15348,0,14739,-1
2017-12-21,16486,-22,16295,-16,15782,-8,15259,-9,15346,-2,14733,-6
2017-12-22,16443,-43,16258,-37,15721,-61,15210,-49,15305,-41,14692,-41
2017-12-25,16440,-3,16258,0,15720,-1,15208,-2,15305,0,14692,0
2017-12-26,16440,0,16248,-10,15719,-1,15207,-1,15301,-4,14692,0
2017-12-27,16438,-2,16243,-5,15713,-6,15192,-15,15288,-13,14687,-5
2017-12-28,16429,-9,16235,-8,15705,-8,15180,-12,15286,-2,14683,-4
2017-12-29,16427,-2,16223,-12,15699,-6,15169,-11,15276,-10,14663,-20
2018-01-02,16421,-6,16217,-6,15698,-1,15168,-1,15273,-3,14662,-1
2018-01-03,16411,-10,16209,-8,15689,-9,15162,-6,15268,-5,14658,-4
2018-01-04,16395,-16,16201,-8,15680,-9,15155,-7,15265,-3,14651,-7
2018-01-05,16393,-2,16190,-11,15665,-15,15146,-9,15250,-15,14645,-6
2018-01-08,16393,0,16195,5,15666,1,15145,-1,15243,-7,14645,0
2018-01-09,16388,-5,16188,-7,15656,-10,15132,-13,15230,-13,14638,-7
2018-01-10,16388,0,16188,0,15656,0,15126,-6,15225,-5,14636,-2
2018-01-11,16388,0,16190,2,15657,1,15126,0,15225,0,14638,2
2018-01-12,16388,0,16193,3,15658,1,15126,0,15223,-2,14638,0
2018-01-15,16391,3,16198,5,15660,2,15128,2,15224,1,14641,3
2018-01-16,16391,0,16199,1,15661,1,15127,-1,15222,-2,14646,5
2018-01-17,16391,0,16196,-3,15660,-1,15121,-6,15222,0,14646,0
2018-01-18,16391,0,16198,2,15663,3,15123,2,15222,0,14652,6
2018-01-19,16392,1,16199,1,15666,3,15123,0,15222,0,14653,1
2018-01-22,16403,11,16208,9,15688,22,15152,29,15240,18,14666,13
2018-01-23,16403,0,16216,8,15693,5,15156,4,15243,3,14669,3
2018-01-24,16403,0,16218,2,15696,3,15157,1,15245,2,14679,10
2018-01-25,16403,0,16229,11,15703,7,15159,2,15247,2,14682,3
2018-01-26,16403,0,16234,5,15709,6,15169,10,15247,0,14687,5
2018-01-29,16405,2,16237,3,15716,7,15171,2,15250,3,14692,5
2018-01-30,16405,0,16243,6,15715,-1,15171,0,15247,-3,14691,-1
2018-01-31,16405,0,16246,3,15715,0,15173,2,15247,0,14698,7
2018-03-01,16398,5,16246,7,15696,11,15161,0,15231,0,14683,1
2018-03-02,16398,0,16248,2,15697,1,15162,1,15226,-5,14683,0
2018-03-05,16398,0,16249,1,15699,2,15162,0,15225,-1,14683,0
2018-03-06,16398,0,16251,2,15702,3,15165,3,15225,0,14686,3
2018-03-07,16401,3,16252,1,15705,3,15167,2,15225,0,14689,3
2018-03-08,16407,6,16255,3,15711,6,15169,2,15227,2,14692,3
2018-03-09,16407,0,16258,3,15722,11,15176,7,15232,5,14695,3
2018-03-12,16407,0,16259,1,15723,1,15179,3,15232,0,14700,5
2018-03-13,16413,6,16261,2,15722,-1,15179,0,15232,0,14698,-2
2018-03-14,16413,0,16260,-1,15721,-1,15173,-6,15230,-2,14698,0
2018-03-15,16408,-5,16257,-3,15712,-9,15168,-5,15227,-3,14697,-1
2018-03-16,16408,0,16252,-5,15701,-11,15162,-6,15227,0,14695,-2
2018-03-19,16403,-5,16241,-11,15688,-13,15159,-3,15216,-11,14659,-36
2018-03-20,16397,-6,16236,-5,15677,-11,15153,-6,15208,-8,14657,-2
2018-03-21,16397,0,16236,0,15671,-6,15152,-1,15208,0,14655,-2
2018-03-22,16397,0,16233,-3,15670,-1,15152,0,15206,-2,14649,-6
2018-03-23,16397,0,16232,-1,15657,-13,15150,-2,15201,-5,14643,-6
2018-03-26,16392,-5,16224,-8,15647,-10,15139,-11,15193,-8,14630,-13
2018-03-27,16387,-5,16212,-12,15636,-11,15130,-9,15188,-5,14623,-7
2018-03-28,16379,-8,16183,-29,15603,-33,15105,-25,15181,-7,14585,-38
2018-03-29,16351,-28,16160,-23,15577,-26,15087,-18,15168,-13,14575,-10
2018-03-30,16350,-1,16157,-3,15546,-31,15061,-26,15149,-19,14569,-6
2018-04-02,16350,0,16155,-2,15533,-13,15053,-8,15143,-6,14566,-3
2018-04-03,16350,0,16153,-2,15531,-2,15043,-10,15142,-1,14566,0
2018-04-04,16320,-30,16141,-12,15522,-9,15032,-11,15121,-21,14577,-9
2018-04-08,16311,-9,16131,-10,15511,-11,15030,-2,15120,-1,14556,-1
2018-04-09,16303,-8,16120,-11,15506,-5,15029,-1,15117,-3,14548,-8
2018-04-10,16300,-3,16118,-2,15505,-1,15029,0,15111,-6,14548,0
2018-04-11,16287,-13,16113,-3,15498,-7,15021,-8,15109,-2,14543,-5
2018-04-12,16280,-7,16113,0,15497,-1,15021,0,15106,-3,14537,-6
2018-04-13,16280,0,16112,-1,15486,-11,15010,-11,15098,-8,14530,-7
2018-04-16,16280,0,16115,3,15485,-1,15010,0,15098,0,14531,1
2018-04-17,16280,0,16115,0,15483,-2,14999,-11,15086,-12,14517,-14
2018-04-18,16280,0,16112,-3,15481,-2,14991,-8,15083,-3,14517,0
2018-04-19,16280,0,16111,-1,15481,0,14989,-2,15081,-2,14518,1
2018-04-20,16281,1,16111,0,15482,1,14989,0,15080,-1,14517,-1
2018-04-23,16277,-4,16104,-7,15479,-3,14982,-7,15078,-2,14512,-5
2018-04-24,16276,-1,16097,-7,15463,-16,14972,-10,15067,-11,14503,-9
2018-04-25,16266,-10,16095,-2,15456,-7,14957,-15,15055,-12,14500,-3
2018-04-26,16261,-5,16093,-2,15451,-5,14956,-1,15048,-7,14495,-5
2018-04-27,16262,1,16093,0,15453,2,14962,6,15049,1,14498,3
2018-04-28,16262,0,16095,2,15453,0,14963,1,15048,-1,14500,2
2018-06-01,17533,126,17266,117,16752,141,15853,70,15957,71,15405,88
2018-06-04,17702,169,17399,133,16900,148,15980,127,16086,129,15501,96
2018-06-05,17702,0,17399,0,16897,-3,15978,-2,16081,-5,15492,-9
2018-06-06,17475,-227,17178,-221,16662,-235,15715,-263,15858,-223,15321,-171
2018-06-07,17335,-140,17047,-131,16461,-201,15572,-143,15702,-156,15189,-132
2018-06-08,17330,-5,17042,-5,16458,-3,15571,-1,15701,-1,15189,0
2018-06-11,17298,-32,16979,-63,16407,-51,15552,-19,15668,-33,15159,-30
2018-06-12,17298,0,16973,-6,16405,-2,15547,-5,15659,-9,15157,-2
2018-06-13,17311,13,16979,6,16403,-2,15545,-2,15658,-1,15159,2
2018-06-14,17332,21,16986,7,16401,-2,15543,-2,15657,-1,15168,9
2018-06-15,17343,11,16991,5,16401,0,15541,-2,15657,0,15170,2
2018-06-19,17343,0,16993,2,16402,1,15549,8,15657,0,15171,1
2018-06-20,17318,-25,16971,-22,16379,-23,15522,-27,15639,-18,15159,-12
2018-06-21,17302,-16,16955,-16,16363,-16,15517,-5,15626,-13,15151,-8
2018-06-22,17317,15,16958,3,16353,-10,15506,-11,15615,-11,15148,-3
2018-06-25,17317,0,16959,1,16353,0,15503,-3,15613,-2,15145,-3
2018-06-26,17307,-10,16947,-12,16331,-22,15496,-7,15603,-10,15140,-5
2018-06-27,17307,0,16945,-2,16328,-3,15493,-3,15596,-7,15138,-2
2018-06-28,17307,0,16945,0,16327,-1,15486,-7,15595,-1,15136,-2
2018-06-29,17307,0,16945,0,16326,-1,15485,-1,15595,0,15131,-5
2018-07-02,17307,0,16943,-2,16323,-3,15485,0,15589,-6,15130,-1
2018-07-03,17298,-9,16922,-21,16297,-26,15475,-10,15566,-23,15125,-5
2018-07-04,17298,0,16921,-1,16295,-2,15462,-13,15551,-15,15120,-5
2018-07-05,17283,-15,16888,-33,16279,-16,15461,-1,15549,-2,15100,-20
2018-07-06,17258,-25,16873,-15,16223,-56,15442,-19,15529,-20,15085,-15
2018-07-09,17245,-13,16853,-20,16203,-20,15425,-17,15512,-17,15060,-25
2018-07-10,17245,0,16850,-3,16198,-5,15419,-6,15503,-9,15059,-1
2018-07-11,17245,0,16852,2,16198,0,15412,-7,15503,0,15051,-8
2018-07-12,17245,0,16849,-3,16193,-5,15412,0,15500,-3,15041,-10
2018-07-13,17245,0,16848,-1,16192,-1,15411,-1,15497,-3,15039,-2
2018-07-16,17245,0,16848,0,16187,-5,15410,-1,15497,0,15037,-2
2018-07-17,17245,0,16847,-1,16187,0,15408,-2,15492,-5,15035,-2
2018-07-18,17245,0,16845,-2,16182,-5,15406,-2,15492,0,15035,0
2018-07-19,17245,0,16845,0,16181,-1,15406,0,15492,0,15030,-5
2018-07-20,17245,0,16843,-2,16181,0,15405,-1,15492,0,15029,-1
2018-07-23,17245,0,16841,-2,16181,0,15403,-2,15491,-1,15028,-1
2018-07-24,17240,-5,16830,-11,16175,-6,15400,-3,15490,-1,15016,-12
2018-07-25,17240,0,16830,0,16173,-2,15399,-1,15490,0,15013,-3
2018-07-26,17240,0,16839,9,16181,8,15410,11,15499,9,15026,13
2018-07-27,17240,0,16859,20,16199,18,15433,23,15525,26,15042,16
2018-07-30,17240,0,16858,-1,16199,0,15433,0,15523,-2,15041,-1
2018-07-31,17240,0,16857,-1,16199,0,15432,-1,15523,0,15039,-2
2018-09-03,17250,0,17013,2,16317,1,15556,0,15638,3,15137,0
2018-09-04,17250,0,17015,2,16318,1,15555,-1,15638,0,15135,-2
2018-09-05,17250,0,17018,3,16323,5,15556,1,15638,0,15137,2
2018-09-06,17250,0,17019,1,16325,2,15557,1,15639,1,15137,0
2018-09-07,17250,0,17021,2,16330,5,15560,3,15646,7,15143,6
2018-09-10,17250,0,17028,7,16333,3,15562,2,15646,0,15143,0
2018-09-11,17250,0,17031,3,16333,0,15560,-2,15645,-1,15145,2
2018-09-12,17250,0,17032,1,16339,6,15567,7,15645,0,15146,1
2018-09-13,17250,0,17033,1,16342,3,15569,2,15646,1,15146,0
2018-09-14,17250,0,17036,3,16343,1,15575,6,15646,0,15146,0
2018-09-17,17250,0,17038,2,16348,5,15578,3,15648,2,15155,9
2018-09-18,17250,0,17039,1,16350,2,15579,1,15648,0,15156,1
2018-09-19,17247,-3,17021,-18,16342,-8,15559,-20,15646,-2,15149,-7
2018-09-20,17239,-8,17005,-16,16339,-3,15552,-7,15646,0,15142,-7
2018-09-21,17239,0,17000,-5,16337,-2,15542,-10,15640,-6,15142,0
2018-09-25,17293,0,16997,-3,16331,-6,15537,-5,15637,-3,15140,-2
2018-09-26,17232,-7,16991,-6,16328,-3,15536,-1,15635,-2,15139,-1
2018-09-27,17173,-59,16960,-31,16298,-30,15519,-17,15616,-19,15122,-17
2018-09-28,17127,-46,16922,-38,16243,-55,15477,-42,15581,-35,15080,-42
2018-09-29,17070,-57,16884,-38,16193,-50,15445,-32,15536,-45,15039,-41
2018-09-30,17023,-47,16863,-21,16165,-28,15416,-29,15521,-15,15039,0
2018-10-01,17010,-13,16851,-12,16147,-18,15415,-1,15516,-5,15039,0
2018-10-02,17008,-2,16850,-1,16141,-6,15413,-2,15515,-1,15039,0
2018-10-03,17008,0,16843,-7,16130,-11,15413,0,15512,-3,15031,-8
2018-10-04,17008,0,16832,-11,16088,-42,15393,-20,15496,-16,15031,0
2018-10-05,17008,0,16831,-1,16086,-2,15393,0,15495,-1,15028,-3
2018-10-08,17008,0,16831,0,16073,-13,15383,-10,15486,-9,15021,-7
2018-10-09,17008,0,16823,-8,16072,-1,15381,-2,15486,0,15005,-16
2018-10-10,16991,-17,16783,-40,16045,-27,15358,-23,15453,-33,14978,-27
2018-10-11,16978,-13,16765,-18,16035,-10,15347,-11,15445,-8,14972,-6
2018-10-12,16947,-31,16707,-58,15985,-50,15327,-20,15417,-28,14965,-7
2018-10-15,16947,0,16707,0,15976,-9,15326,-1,15416,-1,14963,-2
2018-10-16,16947,0,16705,-2,15973,-3,15320,-6,15415,-1,14953,-10
2018-10-17,16905,-42,16670,-35,15942,-31,15308,-12,15403,-12,14915,-38
2018-10-18,16862,-43,16625,-45,15913,-29,15305,-3,15402,-1,14902,-13
2018-10-19,16831,-31,16599,-26,15898,-15,15289,-16,15392,-10,14889,-13
2018-10-22,16772,-59,16576,-23,15879,-19,15281,-8,15379,-13,14881,-8
2018-10-23,16763,-9,16573,-3,15870,-9,15281,0,15373,-6,14863,-18
2018-10-24,16708,-55,16545,-28,15863,-7,15276,-5,15367,-6,14857,-6
2018-10-25,16660,-48,16530,-15,15842,-21,15271,-5,15362,-5,14851,-6
2018-10-26,16643,-17,16495,-35,15831,-11,15235,-36,15332,-30,14842,-9
2018-10-29,16597,-46,16439,-56,15792,-39,15227,-8,15275,-57,14817,-25
2018-10-30,16497,-100,16393,-46,15749,-43,15195,-32,15229,-46,14796,-21
2018-10-31,16488,-9,16375,-18,15739,-10,15188,-7,15221,-8,14786,-10
2018-12-03,16099,0,15931,-5,15423,0,14908,-3,14943,-9,14479,-3
2018-12-04,16099,0,15932,1,15426,3,14910,2,14943,0,14479,0
2018-12-05,16083,-16,15931,-1,15426,0,14910,0,14933,-10,14466,-13
2018-12-06,16068,-15,15921,-10,15423,-3,14910,0,14928,-5,14465,-1
2018-12-07,16068,0,15893,-28,15402,-21,14903,-7,14918,-10,14450,-15
2018-12-10,16068,0,15893,0,15403,1,14903,0,14917,-1,14447,-3
2018-12-11,16068,0,15895,2,15406,3,14896,-7,14908,-9,14446,-1
2018-12-12,16068,0,15895,0,15405,-1,14889,-7,14908,0,14443,-3
2018-12-13,16068,0,15893,-2,15405,0,14889,0,14906,-2,14440,-3
2018-12-14,16076,8,15912,17,15411,6,14897,8,14913,5,14455,12
2018-12-17,16076,0,15907,-5,15406,-5,14885,-12,14905,-8,14448,-7
2018-12-18,16073,-3,15906,-1,15406,0,14887,2,14905,0,14449,1
2018-12-19,16073,0,15907,1,15406,0,14887,0,14903,-2,14443,-6
2018-12-20,16073,0,15913,6,15408,2,14886,-1,14902,-1,14435,-8
2018-12-21,16075,2,15913,0,15409,1,14883,-3,14897,-5,14432,-3
2018-12-24,16075,0,15913,0,15411,2,14883,0,14892,-5,14431,-1
2018-12-25,16067,-8,15902,-11,15408,-3,14882,-1,14891,-1,14428,-3
2018-12-26,16053,-14,15883,-19,15395,-13,14870,-12,14883,-8,14419,-9
2018-12-27,16043,-10,15868,-15,15386,-9,14868,-2,14872,-11,14417,-2
2018-12-28,16026,-17,15863,-5,15383,-3,14867,-1,14867,-5,14441,-6
2018-12-29,16017,-9,15857,-6,15375,-8,14867,0,14866,-1,14405,-6
2019-01-02,16017,0,15839,-18,15369,-6,14855,-12,14861,-5,14440,-5
2019-01-03,16008,-9,15822,-17,15362,-7,14853,-2,14850,-11,14397,-3
2019-01-04,16008,0,15813,-9,15352,-10,14851,-2,14833,-17,14397,0
2019-01-07,16008,0,15816,3,15353,1,14851,0,14835,2,14402,5
2019-01-08,16025,17,15822,6,15358,5,14858,7,14839,4,14401,-1
2019-01-09,16028,3,15830,8,15361,3,14860,2,14840,1,14406,5
2019-01-10,16029,1,15843,13,15368,7,14866,6,14846,6,14415,9
2019-01-11,16037,8,15855,12,15378,10,14876,10,14859,13,14415,0
2019-01-14,16040,3,15857,2,15383,5,14892,16,14867,8,14427,12
2019-01-15,16040,0,15859,2,15386,3,14892,0,14869,2,14428,1
2019-01-16,16047,7,15867,8,15399,13,14895,3,14877,8,14441,13
2019-01-17,16047,0,15870,3,15408,9,14895,0,14882,5,14452,11
2019-01-18,16047,0,15888,18,15433,25,14903,8,14895,13,14462,10
2019-01-21,16053,6,15905,17,15452,19,14928,25,14923,28,14482,20
2019-01-22,16053,0,15930,25,15473,21,14941,13,14942,19,14508,26
2019-01-23,16063,10,15938,8,15479,6,14958,17,14949,7,14527,19
2019-01-24,16079,16,15959,21,15488,9,14961,3,14956,7,14543,16
2019-01-25,16098,19,15964,5,15498,10,14963,2,14958,2,14546,3
2019-01-28,16098,0,15966,2,15498,0,14968,5,14959,1,14546,0
2019-01-29,16098,0,15966,0,15499,1,14968,0,14959,0,14543,-3
2019-01-30,16098,0,15968,2,15499,0,14969,1,14959,0,14546,3
2019-01-31,16108,10,15971,3,15501,2,14971,2,14960,1,14547,1
2019-02-01,16108,0,15973,2,15501,0,14976,5,14960,0,14550,3
2019-02-02,16108,0,15973,0,15502,1,14977,1,14960,0,14552,2
2019-02-03,16108,0,15978,5,15503,1,14977,0,14960,0,14553,1
2019-02-11,16108,0,15978,0,15503,0,14977,0,14960,0,14553,0
2019-02-12,16108,0,15978,0,15502,-1,14977,0,14955,-5,14552,-1
2019-02-13,16108,0,15979,1,15501,-1,14976,-1,14953,-2,14552,0
2019-02-14,16107,-1,15980,1,15499,-2,14976,0,14952,-1,14553,1
2019-02-15,16111,4,15976,-4,15489,-10,14966,-10,14945,-7,14542,-11
2019-02-18,16111,0,15975,-1,15488,-1,14966,0,14943,-2,14537,-5
2019-02-19,16111,0,15970,-5,15485,-3,14963,-3,14938,-5,14537,0
2019-02-20,16109,-2,15969,-1,15485,0,14966,3,14938,0,14535,-2
2019-02-21,16132,23,15969,0,15493,8,14973,7,14938,0,14537,2
2019-02-22,16135,3,15979,10,15501,8,14978,5,14948,10,14553,16
2019-02-25,16146,11,15992,13,15513,12,14998,20,14953,5,14556,3
2019-02-26,16146,0,15993,1,15513,0,15007,9,14956,3,14557,1
2019-02-27,16143,-3,15992,-1,15512,-1,15001,-6,14953,-3,14555,-2
2019-02-28,16143,0,15991,-1,15512,0,15000,-1,14951,-2,14553,-2
2019-03-01,16142,-1,15985,-6,15512,0,14995,-5,14949,-2,14548,-5
2019-03-04,16142,0,15987,2,15518,6,15015,20,14950,1,14549,1
2019-03-05,16143,1,15996,9,15533,15,15018,3,14957,7,14552,3
2019-03-06,16143,0,15997,1,15533,0,15018,0,14955,-2,14550,-2
2019-03-07,16150,7,16005,8,15543,10,15026,8,14968,13,14563,13
2019-03-08,16150,0,16011,6,15548,5,15032,6,14974,6,14566,3
2019-03-11,16150,0,16015,4,15555,7,15042,10,14980,6,14569,3
2019-03-12,16150,0,16012,-3,15555,0,15043,1,14980,0,14573,4
2019-03-13,16150,0,16013,1,15557,2,15049,6,14981,1,14573,0
2019-03-14,16153,3,16022,9,15572,15,15062,13,14989,8,14593,20
2019-03-15,16166,13,16022,0,15585,13,15065,3,14992,3,14601,8
2019-03-18,16175,9,16035,13,15596,11,15070,5,14995,3,14613,12
2019-03-19,16185,10,16043,8,15606,10,15072,2,15003,8,14619,6
2019-03-20,16185,0,16043,0,15607,1,15075,3,15003,0,14621,2
2019-03-21,16188,3,16048,5,15615,8,15086,11,15005,2,14630,9
2019-03-22,16191,3,16053,5,15618,3,15095,9,15012,7,14638,8
2019-03-25,16202,11,16055,2,15625,7,15113,18,15024,12,14647,9
2019-03-26,16202,0,16056,1,15625,0,15122,9,15029,5,14649,2
2019-03-27,16202,0,16055,-1,15625,0,15123,1,15029,0,14646,-3
2019-03-28,16202,0,16063,8,15636,11,15125,2,15029,0,14652,6
2019-03-29,16195,-7,16055,-8,15626,-10,15118,-7,15026,-3,14652,0
2019-04-01,16198,3,16055,0,15628,2,15120,2,15031,5,14653,1
2019-04-02,16198,0,16057,2,15629,1,15122,2,15032,1,14653,0
2019-04-03,16198,0,16057,0,15630,1,15125,3,15035,3,14659,6
2019-04-04,16195,-3,16058,1,15633,3,15133,8,15040,5,14662,3
2019-04-08,16195,0,16060,2,15636,3,15143,10,15043,3,14680,18
2019-04-09,16195,0,16061,1,15639,3,15146,3,15043,0,14681,1
2019-04-10,16195,0,16067,6,15642,3,15152,6,15055,12,14693,12
2019-04-11,16195,0,16067,0,15643,1,15155,3,15055,0,14695,2
2019-04-12,16195,0,16068,1,15643,0,15155,0,15060,5,14697,2
2019-04-15,16203,8,16073,5,15653,10,15158,3,15069,9,14697,0
2019-04-16,16222,19,16088,15,15668,15,15179,21,15087,18,14702,5
2019-04-17,16222,0,16093,5,15669,1,15179,0,15096,9,14702,0
2019-04-18,16222,0,16093,0,15672,3,15185,6,15097,1,14707,5
2019-04-19,16222,0,16093,0,15671,-1,15183,-2,15097,0,14712,5
2019-04-22,16245,23,16106,13,15693,22,15221,38,15126,29,14738,26
2019-04-23,16248,3,16119,13,15706,13,15248,27,15179,53,14766,28
2019-04-24,16248,0,16117,-2,15703,-3,15247,-1,15177,-2,14766,0
2019-04-25,16245,-3,16105,-12,15683,-20,15232,-15,15168,-9,14751,-15
2019-04-26,16245,0,16102,-3,15682,-1,15232,0,15167,-1,14743,-8
2019-04-28,16232,-13,16092,-10,15671,-11,15217,-15,15159,-8,14735,-8
2019-04-30,16209,-23,16070,-21,15643,-28,15182,-29,15152,-6,14723,-12
2019-05-05,16207,-2,16067,-3,15642,-1,15181,-1,15152,0,14722,-1
2019-05-06,16197,-10,16051,-16,15623,-19,15170,-11,15140,-12,14712,-10
2019-05-07,16190,-7,16042,-9,15613,-10,15168,-2,15135,-5,14687,-25
2019-05-08,16182,-8,16035,-7,15608,-5,15155,-13,15110,-25,14658,-29
2019-05-09,16176,-6,16033,-2,15599,-9,15148,-7,15091,-19,14635,-23
2019-05-10,16171,-5,16024,-9,15588,-11,15136,-12,15083,-8,14618,-17
2019-05-13,16116,-55,15937,-87,15489,-99,15017,-119,14986,-97,14543,-75
2019-05-14,15999,-117,15777,-160,15323,-166,14889,-128,14874,-112,14438,-105
2019-05-15,15899,-100,15650,-127,15191,-132,14733,-116,14773,-101,14368,-70
2019-05-16,15627,-272,15392,-258,14969,-222,14506,-267,14493,-280,14135,-233
2019-05-17,15581,-46,15380,-12,14961,-8,14498,-8,14491,-2,14132,-3
2019-05-20,15556,-25,15355,-25,14916,-45,14473,-25,14461,-30,14097,-35
2019-05-21,15495,-61,15250,-105,14859,-57,14415,-58,14446,-15,14028,-69
2019-05-22,15436,-59,15202,-48,14791,-68,14360,-55,14388,-58,13972,-56
2019-05-23,15359,-77,15127,-75,14703,-88,14302,-58,14342,-46,13910,-62
2019-05-24,15279,-80,15041,-86,14621,-82,14222,-80,14294,-48,13822,-88
2019-05-27,15263,-16,15021,-20,14609,-12,14205,-17,14273,-21,13815,-7
2019-05-28,15246,-17,15005,-16,14596,-13,14169,-36,14238,-35,13799,-16
2019-05-29,15237,-9,15005,0,14589,-7,14146,-23,14213,-25,13776,-23
2019-05-30,15237,-7,15003,-2,14581,-8,14141,-5,14198,-15,13765,-11
2019-05-31,15225,-5,15002,-1,14581,0,14130,-11,14167,-31,13742,-23
2019-06-03,15171,-54,14947,-55,14519,-62,14083,-47,14107,-60,13713,-29
2019-06-04,15061,-110,14829,-118,14423,-96,13963,-120,13959,-148,13596,-117
2019-06-05,14961,-100,14729,-100,14305,-118,13853,-110,13860,-99,13469,-127
2019-06-06,14761,-200,14519,-210,14092,-213,13605,-248,13641,-219,13302,-167
2019-06-10,14712,-49,14422,-97,14019,-73,13456,-149,13502,-139,13142,-160
2019-06-11,14703,-9,14412,-10,14008,-11,13451,-5,13500,-2,13105,-37
2019-06-12,14703,0,14413,1,14011,3,13453,2,13501,1,13105,0
2019-06-13,14703,0,14418,5,14019,8,13458,5,13501,0,13113,8
2019-06-14,14706,3,14439,21,14062,43,13476,18,13521,20,13119,6
2019-06-17,14706,0,14441,2,14068,6,13479,3,13521,0,13120,1
2019-06-18,14711,5,14448,7,14068,0,13480,1,13522,1,13123,3
2019-06-19,14716,5,14453,5,14069,1,13482,2,13525,3,13126,3
2019-06-20,14723,7,14482,29,14117,48,13512,30,13551,26,13149,23
2019-06-21,14729,6,14515,33,14155,38,13542,30,13582,31,13172,23
2019-06-24,14729,0,14516,1,14155,0,13541,-1,13582,0,13169,-3
2019-06-25,14729,0,14516,0,14156,1,13542,1,13582,0,13171,2
2019-06-26,14729,0,14518,2,14159,3,13541,-1,13582,0,13166,-5
2019-06-27,14772,43,14546,28,14188,29,13573,32,13602,20,13199,33
2019-06-28,14772,0,14549,3,14189,1,13573,0,13602,0,13206,7
2019-07-01,14775,3,14550,1,14189,0,13578,5,13603,1,13206,0
2019-07-02,14870,98,14625,76,14291,102,13652,79,13677,75,13285,79
2019-07-03,14876,6,14633,8,14293,2,13661,9,13685,8,13291,6
2019-07-04,14876,0,14633,0,14288,-5,13660,-1,13683,-2,13289,-2
2019-07-05,14876,0,14633,0,14285,-3,13657,-3,13683,0,13287,-2
2019-07-08,14881,5,14638,5,14301,16,13672,15,13700,17,13292,5
2019-07-09,14881,0,14637,-1,14295,-6,13672,0,13695,-5,13292,0
2019-07-10,14790,-91,14572,-65,14187,-108,13562,-110,13603,-92,13166,-126
2019-07-11,14790,0,14571,-1,14187,0,13565,3,13605,2,13173,7
2019-07-12,14790,0,14559,-12,14166,-21,13556,-9,13600,-5,13168,-5
2019-07-15,14788,-2,14553,-6,14157,-9,13555,-1,13599,-1,13166,-2
2019-07-16,14778,-10,14541,-12,14149,-8,13550,-5,13593,-6,13148,-18
2019-07-17,14721,-57,14519,-22,14086,-63,13543,-7,13570,-23,13105,-43
